abstract,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,most_probable_topic
"reliable methods to estimate nitrogen (n) mineralization from organic amendments are needed to improve the fertilization recommendations for organic horticultural crops. with this aim, n mineralization from farm-yard manure compost (fymc), commercial organic fertilizer (cof) based on materials that are prompt to rapid n mineralization and green manure was determined in field situation where environmental factors affect mineralization rates and under controlled laboratory conditions that may not reflect conditions in the field. the ability of field and laboratory incubations to predict n mineralization was estimated during a field organic crop rotation set up with a cover crop of rye and vetch, followed by portuguese cabbage and carrot. the relationship between mineralized n in field incubation and crop n accumulation suggests that field incubation is effective to predict n mineralization from fymc, cof and green manure. however, the pattern of n mineralization from fymc and green manure was different in field and laboratory incubation conditions as opposed to n mineralization from cof that was similar in both incubations.",0.0018184894,0.6438712,0.0018185063,0.115579985,0.22600132,0.0018183561,0.0018184362,0.0018185043,0.0018183773,0.0018184044,0.0018184175,Organic manure and crop research
soil nematodes play key roles in soil ecosystem processes and functions.... alfalfa intercropping in low-n soils can improve resource flow in the soil food web through the increase in total nematode biomass and the metabolic footprints of nematodes.,0.8989804,0.010101704,0.010103684,0.010101583,0.010101432,0.01010135,0.010102349,0.010101736,0.010101567,0.010101474,0.010102814,Microbial activity and organic carbon in soil
"changes in the quantity and/or quality of soil labile organic matter between and after differ- ent types of cultivation system could play a dominant role in soil nitrogen (n) mineralization. the quantity and quality of particulate organic matter (pom) and potentially mineralizable-n (pmn) contents were measured in soils from 16 paired rice-rapeseed (rr)/cotton-rapeseed (cr) rotations sites in hubei province, central china. ...",0.6351234,0.0064942953,0.006494424,0.08526437,0.22765835,0.0064939423,0.00649404,0.006494499,0.0064940187,0.0064940895,0.0064946194,Microbial activity and organic carbon in soil
"wastes generated from municipal and agricultural activities have the tremendous potential for application in agriculture as a source of nutrients and as amendments to improve soil organic matter (som). a decline in som can represent a serious threat to soil fertility and quality. nitrogen (n) mineralization from organic amendments is importantfor understanding the n dynamics in terrestrial ecosystems. in this review, quality of the amendments such as c/n ration, n content, and biochemical compositions, etc. are discussed.",0.006062247,0.0060611856,0.77244484,0.00606129,0.0060613235,0.0060611484,0.006061067,0.006061525,0.17300168,0.006062352,0.0060613323,Organic fertilizers and plant ecosystem
"sustainable agriculture requires the careful optimization of the use of organic amendments to improve soil fertility while minimizing any harmful environmental effects. to understand the events that occur in soil after the addition of different organic amendments, we evaluated the nitrogen (n) mineralization dynamics in soil after adding organic amendments, and evaluated changes in the microbial population. the four organic amendments were fresh dairy cattle manure, fresh white clover, vegetable, fruit, and yard waste compost, and poplar tree compost. the n mineralization potential of each organic amendment was determined by analyzing total mineral nitrogen during a 97-day laboratory incubation experiment.",0.0037886456,0.0037882975,0.96211755,0.003788082,0.00378834,0.0037882421,0.0037880675,0.003788089,0.0037882566,0.0037880698,0.003788391,Organic fertilizers and plant ecosystem
"summer cover crops (sccs) provide valuable agroecosystem services to growers using spring and autumn vegetable crop rotations. choosing the right sccs to maximize agroecosystem services and fit growers’ interests is challenging due to the wide array of scc functions and one benefit may come at the cost of another (i.e., a tradeoff). in particular, fast-growing grasses may produce greater scc biomass but may immobilize plant-available n needed by the autumn vegetable crop. we conducted a field study in ames, iowa us to compare agroecosystem services – weed suppression, autumn cabbage yield, soil nutrients, and net nitrogen (n) mineralization of eight scc species over 2 years.",0.0043296586,0.298389,0.004329577,0.42284748,0.0043296777,0.0043295086,0.24412633,0.004329965,0.004329374,0.0043295,0.0043299478,Crop modeling and fertilizer management
soils were collected from an experimental site...and to facilitate the selection of the appropriate leguminous species for soil cover.,0.030304698,0.030305492,0.030306103,0.030307116,0.030305857,0.69694304,0.030304698,0.030305466,0.030306606,0.03030616,0.030304698,Legume effects on wheat yield and microbial communities
"inability to predict the quantity of nitrogen a soil can supply via mineral-\nization remains a serious obstacle to the improvement of n management. a large-scale study (130 soils) was conducted to identify laboratory assays that may enable n mineralization potential of new zealand soils to be estimated reliably and rapidly. the assays that correlated closely with mineralization potential included anaerobically mineralizable n and co\n2 burst test values. particularly strong correlations were obtained for hot water extractable n, suggesting that this easily-measured organic n fraction can be used to predict n supply potential across a wide range of soil types and land uses.",0.0039529284,0.0039529246,0.0039529917,0.06246994,0.20911711,0.003952844,0.003953722,0.0039528487,0.003952839,0.0039528776,0.69678897,Net mineralizable nitrogen in laboratory and field studies
"lime application is the most common method to improve crop production in acid soils and has been shown to change soil organic c content. however, the impact of liming history on the priming effect on soil organic c is not well understood. this study examined the effect of liming history on c priming in response to the addition of crop residues of different qualities. soils with ph ranging from 4.7 to 7.4 were collected from two adjacent field experiments whereby lime was applied at different rates, 6 and 35 years ago. a 90-day incubation study was conducted by applying 13c-labelled wheat (c/n 42) and field-pea (c/n 29) residues at a rate of 5gk g−1soil. residue application to soils yielded the positive priming effect in all ph levels with the magnitude of c prim-ing being the greatest at initial soil ph 6.6. in comparison, the optimal ph for residue decomposition (7.3) was higher than that for priming. the overall priming effect was about 17% greater with field-pea than wheat residue. however, cumulative decomposition of added field-pea residue was 15% lower than that of wheat residue. furthermore, c priming was great-er in soils from the 35-year-old than the 6-year-old limed plots, indicating that a longer history of liming did not en-hance the protection of indigenous c from mineralization.the results suggest that increases in soil ph by liming enhanced native c priming through greater microbial biomass and activity and that the magnitude and dynamics of the priming effect largely depended on residue quality and its conse-quent nutrient supply to decomposer organisms. the study implies that over-liming would likely have negative impacts on the long-term c sequestration.",0.23936859,0.0017827691,0.0017828254,0.0017828417,0.0017827117,0.0017828237,0.105578065,0.23570926,0.40686464,0.0017826948,0.0017828166,Manure application effects on soil fertility
"this scientific article discusses the effects of cultivation on soil nitrogen mineralization. it covers different methods of mineralization measurement, cultivation techniques, effects on soil physical properties and nitrogen mineralization, and management implications. nitrogen is an important plant nutrient in arable agriculture and the nitrogen cycle in soils is largely microbially mediated.",0.009091185,0.009091521,0.9090872,0.00909136,0.009091128,0.009091555,0.009091126,0.009091268,0.0090911165,0.009091213,0.00909138,Organic fertilizers and plant ecosystem
"accurate prediction of n mineralization under field conditions would promote optimal n-use efficiency from both organic and inorganic sources. this study was conducted to assess the utility of microplot cylinders with mixed-bed exchange resins for monitoring field n mineralization, to compare laboratory predictions with field measurements of n mineralization, and to determine the impact of using ground (si mm) crop residues in the laboratory to predict n mineralization of unground (£25 mm) residues in the field. nitrogen mineralization from soil organic matter and hairy vetch (vicia villosa roth) residues was followed in the laboratory at 15, 20, and 25 °c with 0, 2150, 4300, and 6450 kg vetch ha  equivalent loading rates of si mm particle-size residue. ground and unground residues were added to microplot cylinders at loading rates equivalent to 0,4028, and 5010 kg vetch ha  and installed in potato (solarium tuberosum l. norwis) crop rows in two growing seasons. nitrogen mineralization from soil organic matter under field conditions was overestimated by laboratory predictions; however, field measurements of n mineralization from both ground and unground vetch residues were closely predicted by a complementary laboratory study. these data indicate vetch residue n mineralization under these modified field conditions (i.e., microplot cylinders) can be predicted from laboratory studies that use ground residues, constant temperatures, and variable residue quantities. this finding may advance our ability to model and account for residue n mineralization when developing n management recommendations.",0.0018184865,0.0018183982,0.0018183702,0.06470743,0.0018185091,0.0018183913,0.0018184767,0.20143145,0.0018183346,0.0018183497,0.7193138,Net mineralizable nitrogen in laboratory and field studies
"research on nitrogen (n) mineralization from organic residues is important to understand n cycling in soils. here we review research on factors controlling net n mineralization as well as research on laboratory and field modeling efforts, with the objective of highlighting areas with opportunities for additional research. among the factors controlling net n mineralization are organic composition of the residue, soil temperature and water content, drying and rewetting events, and soil characteristics. because c to n ratio of the residue cannot explain all the variability observed in n mineralization among residues, considerable effort has been dedicated to the identification of specific compounds that play critical roles in n mineralization. ...",0.2387675,0.31521595,0.24726106,0.0034972478,0.17427488,0.0034969887,0.0034974886,0.0034972376,0.0034969472,0.003497423,0.0034972727,Organic manure and crop research
"plant-available n in soil originates both from fertilizer n amendments and from mineralization of soil organic matter and crop residues. this study compared the n mineralization potential of soil in five biofuel cropping systems in iowa (continuous corn [ zea mays ], continuous corn with a winter rye [ secale cereale ] cover crop, perennial prairie, n-fertilized perennial prairie, and corn-soybean [ glycine max ] rotation)...",0.004546104,0.004545822,0.004546,0.9545409,0.0045459503,0.0045456896,0.0045463294,0.004546004,0.0045456686,0.0045457087,0.004545833,Crop modeling and fertilizer management
"autoclaved-citrate extractable (ace) soil protein is included in some soil health assessments as a biological indicator. furthermore, soil protein contents may be related to the ability of a soil to make nitrogen (n) available for plants by mineralization. the main objective of this study was to evaluate the correlation between ace protein and potential net n mineralization in undisturbed soil cores from 57 fields in california under annual crops. the results indicate that ace protein is not a better predictor of potential net n mineralization than total soil n, which may be at least partly due to an apparent interference of coextracted humic substances with the protein assay.",0.003636682,0.003636703,0.0036367709,0.48876974,0.0036368594,0.0036367453,0.003636919,0.003636695,0.00363671,0.0036366454,0.47849956,Crop modeling and fertilizer management
"the double exponential model that separates mineralizable soil organic materials (juma et al., 1984; broadbent, 1986). although the model closely fitted the net n mineralization data, the model parameters often appeared to lack biological meanings and could vary with incubation time, temperature, and soil moisture in unpredictable manners. thus, the conventional double exponential model was modified...",0.006061457,0.006060975,0.0060614836,0.21081676,0.7346319,0.006061206,0.006061088,0.006061013,0.006062089,0.006060897,0.00606115,Organic matter mineralization and estimation models
"in a crop rotation trial, conducted from 1985 to 1988 at tu-munichs research station in roggenstein, the transfer of grain legume nitrogen was evaluated in crop rotations containing fababeans and dry peas as well as oats (reference crop) and winter wheat and winter barley as following crops. the results obtained can be summarized as follows: dinitrogen fixation by fababeans ranged from 163 to 240 kg n ha , whereas n2-fixation by peas amounted from 215 to 246 kg n ha....,keywords: grain legumes, dinitrogen fixation, crop rotation, nitrogen transfer,introduction: in the western part of germany prices policy of poration of grain legumes in cropping systems, the european union concerning grain legumes particularly due to the significant contribution of nitrogen from the legumes to subsequent non-legume crops....",0.004545656,0.00454625,0.004545864,0.19767796,0.0045459764,0.07441893,0.30049053,0.39559102,0.0045460663,0.0045461273,0.00454564,Legume root dynamics in crop residue management
"understanding the effect of cropping systems on n mineralization in soils is crucial for a better assessment of n fertilizer requirements of crops in order to minimize nitrate contamination of surface and groundwater resources. the effects of crop rotations and n fertilization on n mineralization were studied in soils from two long-term field experiments at the northeast research center and the clarion-webster research center in iowa that were initiated in 1979 and 1954, respectively. surface soil samples were taken in 1996 from plots of corn (zea mays l.), soybean (gly-cine max (l.) merr.), oats (avena sativa l.), or meadow (alfalfa) (medicago sativa l.) that had received 0 or 180kg n ha–1 before corn and an annual application of 20kg p and 56kg k ha–1. n mineralization was studied in leaching columns under aerobic conditions at 30 7c for 24weeks. the results showed that n mineralization was affected by cover crop at the time of sampling. continuous soybean decreased, whereas inclusion of meadow increased, the amount of cumulative n mineralized. the mineralizable n pool (no) varied considerably among the soil samples studied, ranging from 1.37mg n kg–1 soil under continuous soybean to 1500mg n kg–1 soil under meadow-based rotations, sampled in meadow. the results suggest that the no and/or organic n in soils under meadow-based cropping systems contained a higher proportion of active n fractions.",0.0022178004,0.0022176146,0.002217701,0.7772849,0.116711974,0.0022175394,0.0022176988,0.0022175857,0.088261776,0.0022178688,0.0022175382,Crop modeling and fertilizer management
"the applicability of a new method of estimation of soil nitrogen mineralization based on nitrogen mineralization parameters (nmp) was examined in concrete-framed fields. the amount of mineralized nitrogen during a growing season was estimated based on nmp with adjustments for the field soil temperature. the use of nmp was effective for the estimation of nitrogen mineralization under field conditions, but some problems still remain to be solved. the characteristics of nmp obtained are also discussed.",0.008266692,0.7419947,0.008265703,0.008265525,0.0082649,0.008265128,0.008265144,0.18361539,0.008265846,0.00826544,0.008265523,Organic manure and crop research
"nitrogen uptake from various sources by plants capable of biological reduction of n2 in symbiotic systems with root nodule bacteria is influenced by many factors. the aim of the study was to examine the influence of the development stage and variety of pea (pisum sativum l.) cultivated in years with different temperature and precipitation conditions on the dynamics of nitrogen uptake from the atmosphere (ndfa), fertilizer (ndff), and soil (ndfs).",0.12485731,0.14278932,0.0056826286,0.0056824232,0.005682334,0.005682336,0.36300132,0.0056827753,0.32957473,0.0056825965,0.005682247,Winter wheat and spring pea intercropping
"within-field variations in plant-available soil nitrogen (n) are likely to be affected by differences in soil characteristics. to study this, a 3-year field investigation was conducted during 1998–2000 on a 15 ha arable field in sweden with considerable within-field soil texture variability. in 34 plots soil n uptake by crops, net nitrogen mineralization (nm) during the growing season and soil mineral n in spring and shortly after harvest were determined. beside these parameters, topography, soil organic matter content (som), clay content, ph (h2o) and grain yield were recorded. the variations in nm were considerably large both within the field and between years. the within-field variation in nm could partly be explained by the variation in som and clay content (adjusted coefficient of determination=0.23, pb0.001). the pattern in nm differed between years, partly because of seasonal variations in soil moisture. for these reasons, the pattern of nm is difficult to predict without seasonal adjustments.",0.0033673304,0.0033673274,0.0033675113,0.0033672706,0.003367549,0.003367409,0.0033681728,0.96632564,0.0033671863,0.0033672494,0.0033673989,Legume root dynamics in crop residue management
"applying biochar to agricultural soils has been proposed as a means of sequestering carbon while simultaneously enhancing soil health and agricultural sustainability. while, our understanding of the long-term effects of biochar on soil organic carbon mineralization and enzyme activities under field conditions is limited. in our study, soil samples, which were improved by biochar after two months and six years, were collected from biochar-amended treatments with seven biochar application rates (0,2.5, 5, 10, 20, 30, and 40 t ha−1, respectively) in upland red soil. the results showed that the soil chemical properties (available p, ph, soil organic carbon, total nitrogen, and c/n ratio) after two months of biochar addition increased more significantly than those after six years of biochar addition. the cumulative soil organic carbon mineralization (c m) was increased rapidly at first and then decreased gradually and finally flattened out in the late incubation. the c m/soc ratios were significantly lower in c1 to c6 treatments than in c0 treatment. high application rates (40 t ha−1) of biochar inhibited the carbon mineralization, while the effects diminished after six years of biochar addition. the multiple linear model and correlation analysis suggested that the effects of invertase activity and total nitrogen on c m were more significant than other indexes.",0.5216018,0.0032472482,0.0032471982,0.00324715,0.13514538,0.003247131,0.003247012,0.0032471612,0.31727558,0.003247097,0.0032472422,Microbial activity and organic carbon in soil
"laboratory incubation experiments were conducted to study n mineralization kinetics in 15 benchmark soils of punjab, india. aerobic incubations were carried out for 112 days at 32/c14c and /c033 kpa water potential...a major constraint in improving fertilizer n use efficiency is the inability to determine reliably the magnitude and dynamics of soil n supply...",0.009091395,0.70660025,0.009092064,0.009091897,0.21157397,0.009091441,0.009091467,0.009091556,0.00909173,0.009092286,0.009091928,Organic manure and crop research
"nitrogen dynamics and cycling are important in plant-soil ecosystems, and they may differ between hydrocarbon-contaminated and uncontaminated soils. the objective of this experiment was to study the effects of petro-leum hydrocarbons and remediation methods on nitrogen dynamics and cycling in plant-soil ecosystems. the experiment involvedtwo plant species (barley and field pea) grown in soils at four different hydrocarbon levels (0, 5, 25 and 55 g kg –1). hydrocarbon contamination significantly reduced n uptake by plants, but increased n accumulation in soil microbial biomass. it widened thec:n ratio in soil and led to more available n being immobilized by soil microorganisms, which reduced available n for plantuptake. urease activity increased with hydrocarbon content in soil due to the increase of microbial biomass and activity.",0.35415342,0.15994972,0.36240667,0.0036369634,0.0036369204,0.0036371506,0.09803153,0.0036370924,0.003636708,0.003636887,0.0036369376,Organic fertilizers and plant ecosystem
"a simple model was developed to estimate the contribution of nitrogen (n) mineralization to the n supply of crops. in this model the soil organic matter is divided into active and passive pools. annual soil mineralization of n is derived from the active pool...the model could explain the large differences in n- mineralization as measured by the potential n mineralization at the four sites studied. however, when grassland was present in the crop rotation, the model underestimated the results obtained from potential mineralization.",0.0050512664,0.0050508766,0.005051338,0.51718515,0.005051621,0.0050507607,0.005050943,0.005050898,0.0050506964,0.005051079,0.43735534,Crop modeling and fertilizer management
"soil nitrogen mineralisation (n min), the conversion of organic into inorganic n, is important for productivity and nutrient cycling. the balance between mineralisation and immobilisation(net nmin) varies with soil properties and climate. however, because most global-scale assessments of net n minare laboratory-based, its regulation under ﬁeld-conditions and implications for real-world soil functioning remain uncertain. here, we explore the drivers ofrealised ( ﬁeld) and potential (laboratory) soil net nminacross 30 grasslands worldwide. we ﬁnd that realised n minis largely explained by temperature of the wettest quarter, microbial biomass, clay content and bulk density. potential n minonly weakly correlates with realised nmin, but contributes to explain realised net n minwhen combined with soil and climatic variables. we provide novel insights of global realised soil net n minand show that potential soil net n mindata available in the literature could be parameterised with soil and climate data to better predict realised n min.",0.002755097,0.002754985,0.0027550883,0.002754931,0.0027550769,0.0027549802,0.002754933,0.002755019,0.0027549628,0.002754958,0.97244996,Net mineralizable nitrogen in laboratory and field studies
"nitrogen (n) management and spatial variability of soils have received considerable attention in recent years. the effect of long-term cropping systems on net n mineralization was studied in soils obtained from replicated plots from two sites:galva-webster research center (cwrc site) at kanawha and galva-primghar research center (gprc site) at sutherland in iowa, usa. each experiment consisted of three cropping systems: continuous corn (cccc), corn-soybean-corn-soybean (cscs), and corn-oats-meadow-meadow (comm), and treated before corn with ( þn) and without (0n) ammoniacal fertilizer. other studies involved assessing the effect of eight lime application rates (0–17,920 kg ha 21effective calcium carbonate equivalent, ecce) on net n mineralization and nitriﬁcation in soils at the northeast research center (nerc site) at nashua, iowa. the means of cumulative n mineralized at 30 8c for 24 weeks in soils from the cwrc and gprc sites, expressed as percentage of organic n, were generally greater in n-treated plots than in control plots. the greatest amounts of n mineralized were in soils from the comm rotation plots. application of the log transformation of the data to calculate the potential mineralizable n ( no) and the ﬁrst-order constants ( k) showed that the data obeyed the exponential equation model. expressed as percentages of total organic n in soils, the cumulative amounts of n mineralized ranged from 2.7 to 3.4% at 20 8c and from 5.8 to 7.5% at 30 8c. the cumulative amounts of n mineralized at 20 8c and 30 8c in soils from the plots under cscs rotation were not affected by lime application. the q 10values of n mineralization ranged from 1.9 to 2.2. increasing the rate of lime application decreased the novalues at 20 8c, but not at 30 8c. liming soils markedly increased the nitriﬁcation rate, from 27% of the nh 4þ-n added for untreated soils (0 kg ecce ha21) to 76% for the soil treated with.",0.20845753,0.0023313463,0.0023314215,0.33434656,0.3377013,0.0023311893,0.0023312094,0.002331293,0.10317568,0.0023312715,0.002331261,Organic matter mineralization and estimation models
recycling organic waste for use as fertilizer requires prior knowledge of mineral nitrogen (n) availability for crops. estimation of soil n release or potentially mineralizable n is an important tool for the design of fertilization strategies that aim to minimize the use of n fertilizer....,0.0053479406,0.38386163,0.4573321,0.0053484123,0.0053487457,0.005348167,0.005348259,0.005347904,0.005348143,0.11602059,0.0053480905,Organic fertilizers and plant ecosystem
"net mineralization of n in 39 widely differing soils was determined over a 30-week period at 35c, using incubation intervals of 2, 2, 4, 4, 4, 6, and 8 weeks. mineral n was leached from the soils before the first incubation and following each of seven incubations by means of 0.01m cacl2 and a minus-n nutrient solution. soil water contents were adjusted by applying suction (60 cm hg), and losses of water during incubation under aerobic conditions were negligible. with most soils, cumulative net n mineralized was linearly related to the square root of time, f&. the ph of soils changed very little in the course of 30 weeks incubation. because of the generally consistent results, the data were employed in calculating the n mineralization potential, n0, of each soil, based on the hypothesis that rate of n mineralization was proportional to the quantity of n comprising the mineralizable substrate. values of n0 ranged from about 20 to over 300 ppm of air-dry soil. the fraction of total n comprising n0 varied widely (5 to 40% ) among soils. mineralization rate constants did not differ significantly among most of the soils. the most reliable estimate of the rate constant, fc was .054 ± .009 week\1. the time required to mineralize one-half of n0, f^, was estimated to be 12.8 ± 2.2 weeks. results suggest that the forms of organic n contributing to n0 were similar for most of the soils.""",0.046921104,0.0029328477,0.0029331371,0.0029327627,0.9266827,0.0029328,0.002932787,0.0029330214,0.00293305,0.0029329776,0.002932779,Organic matter mineralization and estimation models
"prediction of nitrogen (n) mineralization from soil organic matter (om) is important when we try to optimize n fertilization and assess adverse n impacts on the environment. the focus of this research study was to investigate throughout a ﬁeld and laboratory approach, the in ﬂuence of the pedoclimate and some soil properties on n mineralization dynamics in four non-amended soils of a semi-arid zone in north tunisia. the aim was also to propose a classi ﬁcation according to their potential n mineralization and kinetics.",0.00606155,0.93938845,0.0060612326,0.006061115,0.0060612275,0.0060611903,0.00606094,0.006061048,0.006060838,0.006060904,0.0060614883,Organic manure and crop research
"the amount of n converted from organic to mineral forms (mineralization) on an annual basis varies depending on the past management history, annual climatic variation and inherent soil properties. this capacity of the soil to supply plant-available n is an important indicator of soil quality and many chemical and biological methods have been developed in an effort to provide a simple, reliable indicator of potentially mineralizable n. in this chapter, we discuss the use of n mineralization potential as an indicator of soil quality and the advantages and disadvantages of the various methods available. we then recommend and describe two biologically-based laboratory methods of determining n mineralization potential. nitrogen mineralization potential is useful in conjunction with total n or soil c as an indicator of soil organic matter quality.",0.07578842,0.0027550955,0.29821733,0.0027551167,0.0027553188,0.002755184,0.0027549702,0.0027550675,0.0027551213,0.002755137,0.60395324,Net mineralizable nitrogen in laboratory and field studies
"to assess the interactive effects of legume species, residue placement and temperature on the net nitrogen (n) mineralization dynamics in a sandy loam soil. cowpea (vigna unguiculata l. walp), faba bean (vicia faba l.) and pea (pisum sativum l.) residues were incorporated or applied to the soil surface at typical field yields in europe and incubated in aerobic conditions for up to 240 days, either at 10 °c or 20 °c. adding cowpea residues to soil is suitable when high n availability is immediately required. faba bean or pea residues are better suited for conservation of soil n for later release. additional key words: cowpea; faba bean; pea; residue management; microcosm; incubation.",0.004546476,0.0045463797,0.004545904,0.0045462092,0.0045465324,0.14524375,0.0045458134,0.8138408,0.004546201,0.0045457226,0.0045461706,Legume root dynamics in crop residue management
"gross n mineralization rates in soil, can be measured by the use of nh4+-pool dilution technique... hence, we find it adequate to present a method to overcome this problem. it is possible to estimate the standard error (s) form; using the procedure for propagation of error from knowledge of the variability of...",0.009091974,0.009094295,0.009092854,0.009091546,0.009092191,0.009091485,0.009091527,0.009091325,0.009091415,0.90907925,0.00909211,Gross fertilizer rates and species-specific growth
"this study was undertaken to assess the relationship between nitrogen (n) mineralization in soils treated with eight lime application rates, with four fieldreplications, and the activities of six amidohydrolases involved in n cycling and fourglycosidases involved in carbon (c) cycling in soils. nitrogen mineralization was studied at 20 or 30 uc for 20 weeks, and with the exception of n-aceyl- b-d-glucosaminidase (nagase; ec 3.2.1.30) activity, which was assayed at both temperatures, the enzyme activities were assayed at 30 uc at their optimal ph values. results showed that among the eight enzyme activities studied, nagase activity was the most significantly correlated with the cumulative amounts of n mineralized in 32 soil samples at 20 uc(r50.87***) and at 30 uc(r50.95***). the cumulative amounts of n mineralized at 30 uc were also significantly correlated with arylamidase and l-aspartase activities, with rvalues of 0.61*** and 0.52**, respectively. because nagase activity is involved in both n and c cycling, thecumulative amounts of n mineralized at 30 uc were also significantly correlated with the activities of b-glucosidase (r 50.80***) and b-galactosidase (r 5 0.58***). activities of other n enzymes that were significantly correlated with the cumulative amounts of n mineralized at 30 uc in 20 weeks were those of l-asparaginase (r 50.61***), urease (r 50.57***), amidase (r 50.54**), and l-glutaminase (r 50.41*). it seems that the activity of nagase can be used as an index of n mineralization in soils.",0.9120391,0.004132626,0.0041325167,0.004132699,0.004133012,0.050767362,0.004132382,0.0041324184,0.0041325917,0.0041325763,0.004132658,Microbial activity and organic carbon in soil
"indices of n mineralization in soils of contrast- ing texture, ph, and organic matter contents were com- pared at different dates during the growing season. the indices were derived from a 12-week aerobic incubation, determination of the amount of microbial biomass at the start of the incubation, determination of the increase in nh~ after boiling with 2 m kc1 for 2 h, and extraction of total soluble n with 0.01 m cac!2. cumulative miner- al n increased linearly with time in the course of the incu- bations. rates of mineralization in soil samples taken in march 1989 and 1990 were significantly correlated with soluble organic n, while correlations between the miner- alization rate and the increase in nh~ after boiling with 2mkc1 for 2 h were poor for sandy soils and absent for loamy soils. correlations between nh~ after boiling with 2 m kc1 for 2 h and the soil n concentration were highly significant, but no general relationship was found between the mineralization rate and the soil n concentra- tion. neither biomass n nor biomass c was significantly correlated with the mineralization rate or with one of the chemical indices. among the methods tested, soluble or- ganic n extracted with 0.01 mcaci2 was the only meth- od with any promise for routine measurement of the mineralization capacity of the individual sites.",0.7216329,0.0032472468,0.0032471083,0.0032471481,0.12585667,0.0032470701,0.0032470378,0.0032469644,0.0032471651,0.12653354,0.0032471474,Microbial activity and organic carbon in soil
"nitriﬁcation in soil converts relatively immobile ammonium-nitrogen (n) to highly mobile nitrate-n (via nitrite), and this has implications for n-use efﬁciency by agricultural systems as well as for environmental quality, especially in situations where the potential for loss of soil or added n is high following nitrate formation. the literature on various physical, environmental, and chemical factors and their interactions on nitriﬁcation in soil is reviewed and discussed with examples from natural and agro-ecosystems. among the various factors, soil matrix, water status, aeration, temperature, and ph have strong inﬂuence on nitriﬁcation. the information on factors that inﬂuence nitriﬁcation is useful when developing strategies for regulating nitriﬁcation in soils by employing chemical or biological nitriﬁcation inhibitors.",0.005682899,0.19464047,0.47948956,0.005683062,0.0056831352,0.0056829504,0.15567029,0.005682517,0.0056832097,0.005683045,0.1304188,Organic fertilizers and plant ecosystem
nitrogen acquisition by field pea (pisum sati- vum l.) and spring barley (hordeum vulgare l.) grown on a sandy loam soil and availability of n in three subse- quent sequences of a cropping system were studied in an outdoor pot experiment. the effect of crop residues on the n availability was evaluated using asn-labelled residues. ...,0.0060609663,0.0060610366,0.0060616536,0.006061783,0.0060608066,0.006061307,0.0060611,0.93938804,0.006061287,0.006060837,0.0060611535,Legume root dynamics in crop residue management
"intensive use of synthetic nitrogen (n) fertilizers\nfor sugarcane ( saccharum spp.) production presents envi-\nronmental challenges for water and air quality as well as\nimpacts profitability for producers. central to these concerns\nis a widespread reliance on yield-based recommendations\nthat invoke generic models of crop n response but lack any\nmeans to account for variations in soil n-supplying power, a\ncritical determinant of fertilizer n need for cereal, fiber, and\ntuber crops. the work reported herein was designed to\nascertain the impact of soil n mineralization on sugarcane\nresponse to n fertilization and was carried out in conjunc-\ntion with eight n-response trials conducted between 2006\nand 2010 at field sites in the largest sugarcane-cultivated\narea in brazil. soil samples were utilized in categorizing the\nsites as highly responsive, moderately responsive, or\nnonresponsive to fertilizer n, based on two chemical indices\nof soil n availability, the illinois soil nitrogen test (isnt)\nand direct steam distillation (dsd), and assessments of (1)\nnet mineralization during aerobic incubation for 12 weeks\nand (2) incubation-induced changes in soil n fractions\nobtained by acid (total hydrolyzable n, hydrolyzable\nnh 4+-n, amino sugar n, and amino acid n) or alkaline\n(isnt-n) hydrolysis. sugarcane varied widely in response\nto n fertilization, indicating that yield-based recommenda-\ntions would often under- or overestimate n requirement and\nthus adversely impact sustainability of sugarcane-based eth-\nanol production. in studies to evaluate feasibility of soil n\ntesting to improve fertilizer n recommendations, mineral n\nproduction upon aerobic incubation was accompanied by\nsignificant decreases in hydrolyzable nh 4+-n and isnt-n,\nindicating that both fractions were liberating mineralizable\nforms of soil n. test values by the isnt and dsd were\nhighly correlated, and both showed promise for differenti-\nating soil responsiveness to fertilizer n.",0.0026741815,0.0026743547,0.0026744076,0.9732576,0.0026742239,0.0026742117,0.002674277,0.0026741864,0.002674229,0.0026742073,0.0026741656,Crop modeling and fertilizer management
